*******************************************************************************
 Revised: July 31, 2013                  Sun                                 10

 PHYSICAL PROPERTIES (updated 2018-Aug-15):
  GM, km^3/s^2          = 132712440041.93938  Mass, 10^24 kg        = ~1988500
  Vol. mean radius, km  = 695700              Volume, 10^12 km^3    = 1412000
  Solar radius (IAU)    = 696000 km           Mean density, g/cm^3  = 1.408
  Radius (photosphere)  = 696500 km           Angular diam at 1 AU  = 1919.3"
  Photosphere temp., K  = 6600 (bottom)       Photosphere temp., K  = 4400(top)
  Photospheric depth    = ~500 km             Chromospheric depth   = ~2500 km
  Flatness, f           = 0.00005             Adopted sid. rot. per.= 25.38 d
  Surface gravity       =  274.0 m/s^2        Escape speed, km/s    =  617.7
  Pole (RA,DEC), deg.   = (286.13, 63.87)     Obliquity to ecliptic = 7.25 deg.
  Solar constant (1 AU) = 1367.6 W/m^2        Luminosity, 10^24 J/s = 382.8
  Mass-energy conv rate = 4.260 x 10^9 kg/s   Effective temp, K     = 5772
  Sunspot cycle         = 11.4 yr             Cycle 24 sunspot min. = 2008 A.D.

  Motion relative to nearby stars = apex : R.A.= 271 deg.; DEC.= +30 deg.
                                    speed: 19.4 km/s (0.0112 au/day)
  Motion relative to 2.73K BB/CBR = apex : l= 264.7 +- 0.8; b= 48.2 +- 0.5 deg.
                                    speed: 369 +-11 km/s
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Thu Jun 10 05:11:25 2021 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: La Palma-TNG
*******************************************************************************
Start time      : A.D. 2015-Jul-01 00:00:00.0000 UT      
Stop  time      : A.D. 2022-Sep-27 00:00:00.0000 UT      
Step-size       : 1440 minutes
*******************************************************************************
Target pole/equ : IAU_SUN                         {East-longitude positive}
Target radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Center geodetic : 342.110900,28.7539331,2.3873812 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 342.110900,5598.10192,3051.1683 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun, EARTH                      {source: DE441}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : JD  
EOP file        : eop.210609.p210831                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2021-JUN-09. PREDICTS-> 2021-AUG-30
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
**********************************************************************************************
Date_________JDUT, , , R.A._(ICRF), DEC_(ICRF),  Ang-diam,    NP.ang,  NP.dist,        TDB-UT,
**********************************************************************************************
$$SOE
2457204.500000000, ,m,    99.42959,   23.15254,  1887.865,  357.1405,  942.791,     68.184115,
2457205.500000000, ,m,   100.46344,   23.08707,  1887.830,  357.5936,  942.682,     68.184087,
2457206.500000000, ,m,   101.49619,   23.01486,  1887.802,  358.0469,  942.573,     68.184058,
2457207.500000000, ,m,   102.52779,   22.93596,  1887.779,  358.5003,  942.465,     68.184030,
2457208.500000000, ,m,   103.55815,   22.85038,  1887.763,  358.9537,  942.358,     68.184002,
2457209.500000000, ,m,   104.58723,   22.75818,  1887.754,  359.4068,  942.251,     68.183974,
2457210.500000000, ,m,   105.61494,   22.65938,  1887.751,  359.8596,  942.145,     68.183946,
2457211.500000000, , ,   106.64123,   22.55402,  1887.756,    0.3118,  942.041,     68.183918,
2457212.500000000, , ,   107.66602,   22.44215,  1887.770,    0.7635,  941.939,     68.183890,
2457213.500000000, , ,   108.68923,   22.32380,  1887.792,    1.2143,  941.840,     68.183863,
2457214.500000000, , ,   109.71080,   22.19904,  1887.824,    1.6642,  941.743,     68.183835,
2457215.500000000, , ,   110.73064,   22.06790,  1887.867,    2.1130,  941.649,     68.183807,
2457216.500000000, , ,   111.74868,   21.93044,  1887.919,    2.5606,  941.559,     68.183780,
2457217.500000000, , ,   112.76482,   21.78672,  1887.983,    3.0068,  941.473,     68.183753,
2457218.500000000, , ,   113.77901,   21.63679,  1888.058,    3.4515,  941.392,     68.183726,
2457219.500000000, , ,   114.79116,   21.48071,  1888.144,    3.8946,  941.314,     68.183698,
2457220.500000000, , ,   115.80119,   21.31854,  1888.241,    4.3359,  941.241,     68.183671,
2457221.500000000, , ,   116.80906,   21.15035,  1888.350,    4.7752,  941.172,     68.183645,
2457222.500000000, , ,   117.81468,   20.97619,  1888.469,    5.2125,  941.108,     68.183618,
2457223.500000000, , ,   118.81800,   20.79614,  1888.599,    5.6476,  941.049,     68.183591,
2457224.500000000, , ,   119.81898,   20.61026,  1888.739,    6.0804,  940.994,     68.183564,
2457225.500000000, , ,   120.81756,   20.41861,  1888.889,    6.5107,  940.943,     68.183537,
2457226.500000000, ,m,   121.81371,   20.22127,  1889.049,    6.9385,  940.897,     68.183511,
2457227.500000000, ,m,   122.80738,   20.01831,  1889.218,    7.3637,  940.855,     68.183484,
2457228.500000000, ,m,   123.79854,   19.80980,  1889.395,    7.7860,  940.818,     68.183458,
2457229.500000000, ,m,   124.78718,   19.59580,  1889.581,    8.2055,  940.784,     68.183432,
2457230.500000000, ,m,   125.77327,   19.37640,  1889.774,    8.6221,  940.755,     68.183405,
2457231.500000000, ,m,   126.75680,   19.15167,  1889.974,    9.0355,  940.729,     68.183379,
2457232.500000000, ,m,   127.73776,   18.92168,  1890.181,    9.4458,  940.707,     68.183353,
2457233.500000000, ,m,   128.71615,   18.68650,  1890.394,    9.8528,  940.689,     68.183327,
2457234.500000000, ,m,   129.69199,   18.44621,  1890.612,   10.2565,  940.674,     68.183302,
2457235.500000000, ,m,   130.66529,   18.20088,  1890.835,   10.6567,  940.662,     68.183276,
2457236.500000000, ,m,   131.63607,   17.95059,  1891.064,   11.0534,  940.655,     68.183251,
2457237.500000000, ,m,   132.60436,   17.69541,  1891.298,   11.4465,  940.651,     68.183226,
2457238.500000000, ,m,   133.57017,   17.43542,  1891.538,   11.8360,  940.651,     68.183201,
2457239.500000000, ,m,   134.53354,   17.17070,  1891.784,   12.2216,  940.655,     68.183177,
2457240.500000000, ,m,   135.49448,   16.90133,  1892.036,   12.6035,  940.665,     68.183152,
2457241.500000000, , ,   136.45301,   16.62739,  1892.296,   12.9814,  940.679,     68.183129,
2457242.500000000, , ,   137.40915,   16.34897,  1892.563,   13.3554,  940.699,     68.183105,
2457243.500000000, , ,   138.36292,   16.06614,  1892.838,   13.7253,  940.726,     68.183082,
2457244.500000000, , ,   139.31433,   15.77900,  1893.123,   14.0911,  940.758,     68.183059,
2457245.500000000, , ,   140.26339,   15.48763,  1893.416,   14.4526,  940.798,     68.183036,
2457246.500000000, , ,   141.21012,   15.19213,  1893.719,   14.8099,  940.844,     68.183014,
2457247.500000000, , ,   142.15454,   14.89257,  1894.031,   15.1628,  940.898,     68.182992,
2457248.500000000, , ,   143.09667,   14.58906,  1894.353,   15.5113,  940.959,     68.182970,
2457249.500000000, , ,   144.03652,   14.28167,  1894.684,   15.8552,  941.027,     68.182949,
2457250.500000000, , ,   144.97412,   13.97050,  1895.025,   16.1946,  941.103,     68.182928,
2457251.500000000, , ,   145.90949,   13.65564,  1895.375,   16.5293,  941.186,     68.182907,
2457252.500000000, , ,   146.84267,   13.33719,  1895.735,   16.8593,  941.277,     68.182887,
2457253.500000000, , ,   147.77369,   13.01522,  1896.103,   17.1846,  941.375,     68.182867,
2457254.500000000, , ,   148.70259,   12.68983,  1896.479,   17.5050,  941.481,     68.182847,
2457255.500000000, , ,   149.62940,   12.36111,  1896.864,   17.8205,  941.594,     68.182827,
2457256.500000000, ,m,   150.55417,   12.02916,  1897.256,   18.1311,  941.714,     68.182808,
2457257.500000000, ,m,   151.47695,   11.69405,  1897.655,   18.4366,  941.841,     68.182789,
2457258.500000000, ,m,   152.39780,   11.35588,  1898.060,   18.7371,  941.974,     68.182770,
2457259.500000000, ,m,   153.31676,   11.01473,  1898.471,   19.0325,  942.115,     68.182751,
2457260.500000000, ,m,   154.23390,   10.67070,  1898.887,   19.3227,  942.261,     68.182733,
2457261.500000000, ,m,   155.14928,   10.32387,  1899.308,   19.6077,  942.413,     68.182715,
2457262.500000000, ,m,   156.06299,    9.97433,  1899.732,   19.8874,  942.571,     68.182698,
2457263.500000000, ,m,   156.97510,    9.62215,  1900.159,   20.1619,  942.735,     68.182680,
2457264.500000000, ,m,   157.88569,    9.26743,  1900.590,   20.4309,  942.904,     68.182663,
2457265.500000000, ,m,   158.79485,    8.91025,  1901.023,   20.6946,  943.078,     68.182647,
2457266.500000000, ,m,   159.70268,    8.55068,  1901.458,   20.9528,  943.258,     68.182631,
2457267.500000000, ,m,   160.60926,    8.18881,  1901.897,   21.2056,  943.443,     68.182615,
2457268.500000000, ,m,   161.51468,    7.82474,  1902.338,   21.4528,  943.634,     68.182600,
2457269.500000000, ,m,   162.41902,    7.45854,  1902.784,   21.6944,  943.831,     68.182585,
2457270.500000000, ,m,   163.32236,    7.09030,  1903.233,   21.9304,  944.035,     68.182571,
2457271.500000000, , ,   164.22477,    6.72011,  1903.688,   22.1607,  944.245,     68.182557,
2457272.500000000, , ,   165.12633,    6.34807,  1904.147,   22.3854,  944.462,     68.182544,
2457273.500000000, , ,   166.02711,    5.97426,  1904.612,   22.6042,  944.687,     68.182531,
2457274.500000000, , ,   166.92717,    5.59878,  1905.083,   22.8172,  944.918,     68.182519,
2457275.500000000, , ,   167.82658,    5.22172,  1905.560,   23.0244,  945.158,     68.182507,
2457276.500000000, , ,   168.72541,    4.84318,  1906.044,   23.2256,  945.404,     68.182496,
2457277.500000000, , ,   169.62373,    4.46325,  1906.533,   23.4208,  945.658,     68.182485,
2457278.500000000, , ,   170.52160,    4.08203,  1907.029,   23.6100,  945.920,     68.182475,
2457279.500000000, , ,   171.41909,    3.69960,  1907.532,   23.7931,  946.189,     68.182465,
2457280.500000000, , ,   172.31627,    3.31608,  1908.040,   23.9701,  946.466,     68.182455,
2457281.500000000, , ,   173.21322,    2.93154,  1908.554,   24.1409,  946.750,     68.182446,
2457282.500000000, , ,   174.10999,    2.54610,  1909.074,   24.3055,  947.041,     68.182438,
2457283.500000000, , ,   175.00666,    2.15984,  1909.599,   24.4638,  947.339,     68.182429,
2457284.500000000, , ,   175.90331,    1.77285,  1910.129,   24.6157,  947.644,     68.182422,
2457285.500000000, , ,   176.80000,    1.38524,  1910.663,   24.7613,  947.955,     68.182414,
2457286.500000000, ,m,   177.69683,    0.99710,  1911.201,   24.9005,  948.272,     68.182407,
2457287.500000000, ,m,   178.59386,    0.60853,  1911.742,   25.0333,  948.594,     68.182400,
2457288.500000000, ,m,   179.49118,    0.21961,  1912.285,   25.1595,  948.922,     68.182394,
2457289.500000000, ,m,   180.38888,   -0.16955,  1912.829,   25.2792,  949.254,     68.182388,
2457290.500000000, ,m,   181.28705,   -0.55886,  1913.375,   25.3923,  949.591,     68.182383,
2457291.500000000, ,m,   182.18578,   -0.94824,  1913.920,   25.4987,  949.932,     68.182378,
2457292.500000000, ,m,   183.08517,   -1.33759,  1914.465,   25.5984,  950.276,     68.182374,
2457293.500000000, ,m,   183.98533,   -1.72683,  1915.009,   25.6915,  950.624,     68.182369,
2457294.500000000, ,m,   184.88637,   -2.11585,  1915.551,   25.7777,  950.974,     68.182366,
2457295.500000000, ,m,   185.78840,   -2.50458,  1916.092,   25.8571,  951.328,     68.182363,
2457296.500000000, ,m,   186.69151,   -2.89292,  1916.631,   25.9297,  951.684,     68.182360,
2457297.500000000, ,m,   187.59582,   -3.28079,  1917.170,   25.9953,  952.043,     68.182358,
2457298.500000000, ,m,   188.50141,   -3.66808,  1917.708,   26.0540,  952.405,     68.182357,
2457299.500000000, ,m,   189.40839,   -4.05469,  1918.245,   26.1057,  952.770,     68.182356,
2457300.500000000, , ,   190.31683,   -4.44054,  1918.783,   26.1503,  953.139,     68.182355,
2457301.500000000, , ,   191.22681,   -4.82552,  1919.322,   26.1879,  953.511,     68.182355,
2457302.500000000, , ,   192.13843,   -5.20953,  1919.862,   26.2183,  953.886,     68.182356,
2457303.500000000, , ,   193.05175,   -5.59247,  1920.403,   26.2416,  954.264,     68.182357,
2457304.500000000, , ,   193.96685,   -5.97423,  1920.945,   26.2576,  954.646,     68.182359,
2457305.500000000, , ,   194.88379,   -6.35471,  1921.489,   26.2663,  955.032,     68.182361,
2457306.500000000, , ,   195.80266,   -6.73381,  1922.035,   26.2678,  955.420,     68.182364,
2457307.500000000, , ,   196.72351,   -7.11141,  1922.583,   26.2618,  955.812,     68.182368,
2457308.500000000, , ,   197.64642,   -7.48741,  1923.133,   26.2485,  956.207,     68.182372,
2457309.500000000, , ,   198.57145,   -7.86170,  1923.684,   26.2278,  956.604,     68.182376,
2457310.500000000, , ,   199.49865,   -8.23418,  1924.237,   26.1995,  957.004,     68.182381,
2457311.500000000, , ,   200.42810,   -8.60473,  1924.791,   26.1638,  957.406,     68.182386,
2457312.500000000, , ,   201.35986,   -8.97325,  1925.346,   26.1205,  957.811,     68.182392,
2457313.500000000, , ,   202.29398,   -9.33962,  1925.901,   26.0697,  958.216,     68.182398,
2457314.500000000, , ,   203.23053,   -9.70374,  1926.456,   26.0112,  958.623,     68.182404,
2457315.500000000, , ,   204.16957,  -10.06550,  1927.011,   25.9451,  959.031,     68.182412,
2457316.500000000, ,m,   205.11115,  -10.42478,  1927.564,   25.8714,  959.438,     68.182419,
2457317.500000000, ,m,   206.05535,  -10.78148,  1928.115,   25.7900,  959.846,     68.182427,
2457318.500000000, ,m,   207.00223,  -11.13548,  1928.663,   25.7009,  960.252,     68.182435,
2457319.500000000, ,m,   207.95185,  -11.48669,  1929.208,   25.6040,  960.657,     68.182444,
2457320.500000000, ,m,   208.90429,  -11.83498,  1929.748,   25.4994,  961.060,     68.182453,
2457321.500000000, ,m,   209.85962,  -12.18026,  1930.283,   25.3871,  961.461,     68.182462,
2457322.500000000, ,m,   210.81792,  -12.52242,  1930.811,   25.2669,  961.858,     68.182472,
2457323.500000000, ,m,   211.77927,  -12.86136,  1931.334,   25.1389,  962.252,     68.182482,
2457324.500000000, ,m,   212.74373,  -13.19696,  1931.851,   25.0031,  962.643,     68.182493,
2457325.500000000, ,m,   213.71139,  -13.52912,  1932.361,   24.8594,  963.030,     68.182504,
2457326.500000000, ,m,   214.68230,  -13.85774,  1932.865,   24.7079,  963.413,     68.182516,
2457327.500000000, ,m,   215.65653,  -14.18271,  1933.364,   24.5485,  963.793,     68.182529,
2457328.500000000, ,m,   216.63413,  -14.50391,  1933.857,   24.3813,  964.169,     68.182541,
2457329.500000000, , ,   217.61513,  -14.82124,  1934.346,   24.2062,  964.541,     68.182555,
2457330.500000000, , ,   218.59959,  -15.13458,  1934.830,   24.0232,  964.910,     68.182569,
2457331.500000000, , ,   219.58752,  -15.44382,  1935.310,   23.8324,  965.275,     68.182583,
2457332.500000000, , ,   220.57896,  -15.74884,  1935.787,   23.6337,  965.637,     68.182598,
2457333.500000000, , ,   221.57392,  -16.04954,  1936.259,   23.4272,  965.995,     68.182613,
2457334.500000000, , ,   222.57242,  -16.34579,  1936.729,   23.2129,  966.349,     68.182629,
2457335.500000000, , ,   223.57447,  -16.63749,  1937.195,   22.9908,  966.699,     68.182645,
2457336.500000000, , ,   224.58008,  -16.92452,  1937.658,   22.7609,  967.046,     68.182662,
2457337.500000000, , ,   225.58923,  -17.20676,  1938.118,   22.5232,  967.389,     68.182679,
2457338.500000000, , ,   226.60194,  -17.48410,  1938.575,   22.2779,  967.728,     68.182696,
2457339.500000000, , ,   227.61818,  -17.75643,  1939.029,   22.0249,  968.062,     68.182714,
2457340.500000000, , ,   228.63794,  -18.02364,  1939.480,   21.7642,  968.392,     68.182732,
2457341.500000000, , ,   229.66120,  -18.28560,  1939.927,   21.4961,  968.717,     68.182751,
2457342.500000000, , ,   230.68793,  -18.54222,  1940.370,   21.2204,  969.036,     68.182770,
2457343.500000000, , ,   231.71812,  -18.79337,  1940.809,   20.9373,  969.351,     68.182789,
2457344.500000000, , ,   232.75172,  -19.03896,  1941.243,   20.6468,  969.659,     68.182809,
2457345.500000000, ,m,   233.78872,  -19.27887,  1941.671,   20.3490,  969.961,     68.182829,
2457346.500000000, ,m,   234.82907,  -19.51299,  1942.093,   20.0439,  970.256,     68.182849,
2457347.500000000, ,m,   235.87274,  -19.74123,  1942.507,   19.7317,  970.544,     68.182870,
2457348.500000000, ,m,   236.91970,  -19.96349,  1942.914,   19.4125,  970.824,     68.182891,
2457349.500000000, ,m,   237.96993,  -20.17965,  1943.312,   19.0862,  971.095,     68.182912,
2457350.500000000, ,m,   239.02338,  -20.38964,  1943.700,   18.7530,  971.358,     68.182933,
2457351.500000000, ,m,   240.08003,  -20.59334,  1944.078,   18.4130,  971.611,     68.182955,
2457352.500000000, ,m,   241.13985,  -20.79068,  1944.446,   18.0663,  971.855,     68.182976,
2457353.500000000, ,m,   242.20279,  -20.98155,  1944.803,   17.7130,  972.090,     68.182999,
2457354.500000000, ,m,   243.26882,  -21.16588,  1945.149,   17.3531,  972.315,     68.183021,
2457355.500000000, ,m,   244.33789,  -21.34357,  1945.486,   16.9869,  972.530,     68.183044,
2457356.500000000, ,m,   245.40994,  -21.51454,  1945.812,   16.6143,  972.736,     68.183067,
2457357.500000000, ,m,   246.48489,  -21.67872,  1946.129,   16.2356,  972.932,     68.183091,
2457358.500000000, ,m,   247.56268,  -21.83601,  1946.436,   15.8508,  973.119,     68.183115,
2457359.500000000, , ,   248.64322,  -21.98634,  1946.735,   15.4602,  973.296,     68.183139,
2457360.500000000, , ,   249.72642,  -22.12963,  1947.025,   15.0637,  973.465,     68.183164,
2457361.500000000, , ,   250.81218,  -22.26581,  1947.307,   14.6617,  973.625,     68.183189,
2457362.500000000, , ,   251.90040,  -22.39481,  1947.581,   14.2542,  973.776,     68.183214,
2457363.500000000, , ,   252.99097,  -22.51656,  1947.847,   13.8413,  973.919,     68.183240,
2457364.500000000, , ,   254.08377,  -22.63100,  1948.107,   13.4234,  974.053,     68.183266,
2457365.500000000, , ,   255.17868,  -22.73806,  1948.359,   13.0004, -974.179,     68.183292,
2457366.500000000, , ,   256.27557,  -22.83768,  1948.605,   12.5726, -974.296,     68.183318,
2457367.500000000, , ,   257.37431,  -22.92981,  1948.844,   12.1402, -974.406,     68.183345,
2457368.500000000, , ,   258.47476,  -23.01441,  1949.077,   11.7033, -974.507,     68.183371,
2457369.500000000, , ,   259.57677,  -23.09141,  1949.303,   11.2622, -974.600,     68.183398,
2457370.500000000, , ,   260.68020,  -23.16078,  1949.523,   10.8170, -974.685,     68.183426,
2457371.500000000, , ,   261.78490,  -23.22247,  1949.735,   10.3679, -974.762,     68.183453,
2457372.500000000, , ,   262.89073,  -23.27645,  1949.940,    9.9152, -974.830,     68.183480,
2457373.500000000, , ,   263.99752,  -23.32269,  1950.138,    9.4589, -974.890,     68.183508,
2457374.500000000, ,m,   265.10513,  -23.36117,  1950.327,    8.9995, -974.940,     68.183536,
2457375.500000000, ,m,   266.21343,  -23.39184,  1950.506,    8.5369, -974.982,     68.183563,
2457376.500000000, ,m,   267.32225,  -23.41470,  1950.676,    8.0714, -975.013,     68.183591,
2457377.500000000, ,m,   268.43147,  -23.42974,  1950.835,    7.6033, -975.036,     68.183619,
2457378.500000000, ,m,   269.54096,  -23.43693,  1950.983,    7.1327, -975.047,     68.183647,
2457379.500000000, ,m,   270.65058,  -23.43628,  1951.119,    6.6598, -975.049,     68.183675,
2457380.500000000, ,m,   271.76021,  -23.42777,  1951.242,    6.1849, -975.040,     68.183703,
2457381.500000000, ,m,   272.86973,  -23.41142,  1951.353,    5.7080, -975.021,     68.183731,
2457382.500000000, ,m,   273.97902,  -23.38722,  1951.451,    5.2295, -974.991,     68.183759,
2457383.500000000, ,m,   275.08795,  -23.35519,  1951.536,    4.7494, -974.950,     68.183787,
2457384.500000000, ,m,   276.19641,  -23.31534,  1951.608,    4.2681, -974.900,     68.183815,
2457385.500000000, ,m,   277.30426,  -23.26770,  1951.668,    3.7857, -974.839,     68.183844,
2457386.500000000, ,m,   278.41139,  -23.21227,  1951.717,    3.3024, -974.769,     68.183872,
2457387.500000000, ,m,   279.51766,  -23.14909,  1951.753,    2.8184, -974.689,     68.183901,
2457388.500000000, , ,   280.62295,  -23.07818,  1951.779,    2.3339, -974.601,     68.183929,
2457389.500000000, , ,   281.72713,  -22.99959,  1951.793,    1.8491, -974.504,     68.183958,
2457390.500000000, , ,   282.83006,  -22.91335,  1951.798,    1.3642, -974.398,     68.183987,
2457391.500000000, , ,   283.93163,  -22.81950,  1951.793,    0.8794, -974.285,     68.184016,
2457392.500000000, , ,   285.03169,  -22.71808,  1951.778,    0.3950, -974.164,     68.184045,
2457393.500000000, , ,   286.13013,  -22.60916,  1951.755,  359.9110, -974.035,     68.184074,
2457394.500000000, , ,   287.22681,  -22.49277,  1951.723,  359.4277, -973.900,     68.184103,
2457395.500000000, , ,   288.32161,  -22.36899,  1951.683,  358.9453, -973.759,     68.184132,
2457396.500000000, , ,   289.41440,  -22.23786,  1951.635,  358.4639, -973.611,     68.184161,
2457397.500000000, , ,   290.50506,  -22.09946,  1951.580,  357.9838, -973.458,     68.184190,
2457398.500000000, , ,   291.59346,  -21.95386,  1951.518,  357.5052, -973.299,     68.184219,
2457399.500000000, , ,   292.67949,  -21.80112,  1951.448,  357.0283, -973.134,     68.184248,
2457400.500000000, , ,   293.76302,  -21.64132,  1951.371,  356.5531, -972.964,     68.184277,
2457401.500000000, , ,   294.84395,  -21.47455,  1951.286,  356.0800, -972.789,     68.184306,
2457402.500000000, , ,   295.92218,  -21.30087,  1951.193,  355.6091, -972.609,     68.184334,
2457403.500000000, ,m,   296.99760,  -21.12038,  1951.092,  355.1405, -972.423,     68.184362,
2457404.500000000, ,m,   298.07014,  -20.93316,  1950.981,  354.6744, -972.231,     68.184391,
2457405.500000000, ,m,   299.13972,  -20.73930,  1950.861,  354.2110, -972.034,     68.184419,
2457406.500000000, ,m,   300.20627,  -20.53887,  1950.730,  353.7504, -971.831,     68.184446,
2457407.500000000, ,m,   301.26974,  -20.33199,  1950.588,  353.2928, -971.622,     68.184474,
2457408.500000000, ,m,   302.33007,  -20.11873,  1950.434,  352.8382, -971.408,     68.184501,
2457409.500000000, ,m,   303.38725,  -19.89920,  1950.269,  352.3869, -971.187,     68.184528,
2457410.500000000, ,m,   304.44122,  -19.67348,  1950.091,  351.9390, -970.960,     68.184555,
2457411.500000000, ,m,   305.49196,  -19.44167,  1949.902,  351.4945, -970.727,     68.184582,
2457412.500000000, ,m,   306.53945,  -19.20387,  1949.700,  351.0536, -970.489,     68.184609,
2457413.500000000, ,m,   307.58368,  -18.96019,  1949.486,  350.6165, -970.245,     68.184635,
2457414.500000000, ,m,   308.62463,  -18.71073,  1949.260,  350.1832, -969.997,     68.184661,
2457415.500000000, ,m,   309.66228,  -18.45558,  1949.023,  349.7539, -969.744,     68.184688,
2457416.500000000, ,m,   310.69662,  -18.19485,  1948.776,  349.3286, -969.486,     68.184714,
2457417.500000000, ,m,   311.72765,  -17.92866,  1948.518,  348.9075, -969.225,     68.184739,
2457418.500000000, , ,   312.75535,  -17.65710,  1948.249,  348.4907, -968.960,     68.184765,
2457419.500000000, , ,   313.77973,  -17.38029,  1947.972,  348.0782, -968.692,     68.184790,
2457420.500000000, , ,   314.80078,  -17.09834,  1947.685,  347.6702, -968.422,     68.184816,
2457421.500000000, , ,   315.81850,  -16.81136,  1947.391,  347.2668, -968.149,     68.184841,
2457422.500000000, , ,   316.83290,  -16.51947,  1947.088,  346.8680, -967.875,     68.184866,
2457423.500000000, , ,   317.84397,  -16.22277,  1946.779,  346.4740, -967.599,     68.184890,
2457424.500000000, , ,   318.85172,  -15.92139,  1946.463,  346.0848, -967.323,     68.184915,
2457425.500000000, , ,   319.85616,  -15.61544,  1946.141,  345.7006, -967.046,     68.184939,
2457426.500000000, , ,   320.85729,  -15.30504,  1945.813,  345.3214, -966.770,     68.184963,
2457427.500000000, , ,   321.85511,  -14.99031,  1945.481,  344.9473, -966.493,     68.184986,
2457428.500000000, , ,   322.84962,  -14.67136,  1945.143,  344.5783, -966.218,     68.185010,
2457429.500000000, , ,   323.84085,  -14.34833,  1944.801,  344.2147, -965.943,     68.185033,
2457430.500000000, , ,   324.82879,  -14.02133,  1944.453,  343.8564, -965.669,     68.185055,
2457431.500000000, , ,   325.81348,  -13.69047,  1944.100,  343.5036, -965.395,     68.185078,
2457432.500000000, ,m,   326.79494,  -13.35589,  1943.741,  343.1562, -965.122,     68.185100,
2457433.500000000, ,m,   327.77320,  -13.01769,  1943.375,  342.8144, -964.849,     68.185121,
2457434.500000000, ,m,   328.74832,  -12.67599,  1943.003,  342.4782, -964.577,     68.185142,
2457435.500000000, ,m,   329.72033,  -12.33092,  1942.623,  342.1476, -964.305,     68.185163,
2457436.500000000, ,m,   330.68930,  -11.98257,  1942.235,  341.8228, -964.033,     68.185183,
2457437.500000000, ,m,   331.65529,  -11.63106,  1941.838,  341.5038, -963.761,     68.185203,
2457438.500000000, ,m,   332.61837,  -11.27651,  1941.433,  341.1905, -963.488,     68.185222,
2457439.500000000, ,m,   333.57861,  -10.91903,  1941.019,  340.8832, -963.215,     68.185241,
2457440.500000000, ,m,   334.53609,  -10.55872,  1940.597,  340.5817, -962.943,     68.185260,
2457441.500000000, ,m,   335.49089,  -10.19570,  1940.165,  340.2862, -962.670,     68.185278,
2457442.500000000, ,m,   336.44308,   -9.83008,  1939.725,  339.9967, -962.397,     68.185296,
2457443.500000000, ,m,   337.39274,   -9.46196,  1939.277,  339.7133, -962.125,     68.185313,
2457444.500000000, ,m,   338.33996,   -9.09146,  1938.820,  339.4359, -961.853,     68.185330,
2457445.500000000, ,m,   339.28481,   -8.71868,  1938.356,  339.1646, -961.582,     68.185347,
2457446.500000000, ,m,   340.22738,   -8.34373,  1937.885,  338.8995, -961.313,     68.185363,
2457447.500000000, , ,   341.16774,   -7.96673,  1937.407,  338.6406, -961.044,     68.185379,
2457448.500000000, , ,   342.10599,   -7.58777,  1936.923,  338.3880, -960.778,     68.185395,
2457449.500000000, , ,   343.04219,   -7.20698,  1936.433,  338.1416, -960.513,     68.185410,
2457450.500000000, , ,   343.97642,   -6.82445,  1935.939,  337.9015, -960.250,     68.185425,
2457451.500000000, , ,   344.90877,   -6.44030,  1935.440,  337.6678, -959.991,     68.185439,
2457452.500000000, , ,   345.83930,   -6.05463,  1934.938,  337.4405, -959.734,     68.185453,
2457453.500000000, , ,   346.76810,   -5.66757,  1934.433,  337.2196, -959.481,     68.185467,
2457454.500000000, , ,   347.69523,   -5.27920,  1933.926,  337.0051, -959.231,     68.185480,
2457455.500000000, , ,   348.62076,   -4.88966,  1933.418,  336.7972, -958.985,     68.185493,
2457456.500000000, , ,   349.54475,   -4.49905,  1932.908,  336.5958, -958.744,     68.185506,
2457457.500000000, , ,   350.46727,   -4.10748,  1932.398,  336.4010, -958.507,     68.185518,
2457458.500000000, , ,   351.38837,   -3.71507,  1931.887,  336.2128, -958.274,     68.185530,
2457459.500000000, , ,   352.30811,   -3.32192,  1931.376,  336.0313, -958.046,     68.185541,
