Date_________JDUT, , , R.A._(ICRF), DEC_(ICRF),  Ang-diam,    NP.ang,  NP.dist,        TDB-UT,
**********************************************************************************************
$$SOE
2458435.500000000, , ,   227.85337,  -17.81837,  1939.171,   21.9544,  968.157,     69.182682,
2458436.500000000, , ,   228.87374,  -18.08436,  1939.628,   21.6919,  968.489,     69.182700,
2458437.500000000, ,m,   229.89758,  -18.34508,  1940.080,   21.4218,  968.816,     69.182719,
2458438.500000000, ,m,   230.92487,  -18.60040,  1940.526,   21.1443,  969.136,     69.182738,
2458439.500000000, ,m,   231.95559,  -18.85023,  1940.965,   20.8593,  969.450,     69.182757,
2458440.500000000, ,m,   232.98973,  -19.09445,  1941.397,   20.5670,  969.757,     69.182777,
2458441.500000000, ,m,   234.02727,  -19.33297,  1941.822,   20.2674,  970.056,     69.182797,
2458442.500000000, ,m,   235.06819,  -19.56568,  1942.239,   19.9606,  970.348,     69.182817,
2458443.500000000, ,m,   236.11245,  -19.79248,  1942.647,   19.6466,  970.631,     69.182838,
2458444.500000000, ,m,   237.16005,  -20.01326,  1943.045,   19.3255,  970.906,     69.182859,
2458445.500000000, ,m,   238.21096,  -20.22795,  1943.434,   18.9975,  971.173,     69.182880,
2458446.500000000, ,m,   239.26513,  -20.43644,  1943.813,   18.6626,  971.430,     69.182902,
2458447.500000000, ,m,   240.32256,  -20.63863,  1944.181,   18.3208,  971.677,     69.182924,
2458448.500000000, ,m,   241.38319,  -20.83445,  1944.539,   17.9723,  971.916,     69.182946,
2458449.500000000, ,m,   242.44700,  -21.02381,  1944.887,   17.6173,  972.145,     69.182969,
2458450.500000000, ,m,   243.51393,  -21.20661,  1945.226,   17.2557,  972.364,     69.182992,
2458451.500000000, ,m,   244.58391,  -21.38277,  1945.555,   16.8877,  972.575,     69.183016,
2458452.500000000, , ,   245.65690,  -21.55220,  1945.876,   16.5135,  972.777,     69.183040,
2458453.500000000, , ,   246.73280,  -21.71483,  1946.189,   16.1331,  972.970,     69.183064,
2458454.500000000, , ,   247.81153,  -21.87057,  1946.494,   15.7467,  973.155,     69.183088,
2458455.500000000, , ,   248.89299,  -22.01934,  1946.792,   15.3545,  973.331,     69.183113,
2458456.500000000, , ,   249.97708,  -22.16107,  1947.084,   14.9565,  973.500,     69.183139,
2458457.500000000, , ,   251.06369,  -22.29566,  1947.369,   14.5529,  973.660,     69.183164,
2458458.500000000, , ,   252.15270,  -22.42306,  1947.648,   14.1439,  973.812,     69.183190,
2458459.500000000, , ,   253.24399,  -22.54320,  1947.921,   13.7297,  973.957,     69.183216,
2458460.500000000, , ,   254.33742,  -22.65599,  1948.187,   13.3103,  974.093,     69.183243,
2458461.500000000, , ,   255.43288,  -22.76139,  1948.447,   12.8860, -974.222,     69.183269,
2458462.500000000, , ,   256.53023,  -22.85933,  1948.701,   12.4570, -974.342,     69.183296,
2458463.500000000, , ,   257.62934,  -22.94976,  1948.948,   12.0235, -974.454,     69.183323,
2458464.500000000, , ,   258.73006,  -23.03262,  1949.187,   11.5856, -974.558,     69.183350,
2458465.500000000, , ,   259.83227,  -23.10787,  1949.419,   11.1434, -974.653,     69.183378,
2458466.500000000, , ,   260.93583,  -23.17547,  1949.642,   10.6973, -974.738,     69.183405,
2458467.500000000, ,m,   262.04060,  -23.23537,  1949.857,   10.2474, -974.815,     69.183433,
2458468.500000000, ,m,   263.14644,  -23.28754,  1950.063,    9.7939, -974.882,     69.183461,
2458469.500000000, ,m,   264.25321,  -23.33196,  1950.259,    9.3369, -974.940,     69.183488,
2458470.500000000, ,m,   265.36079,  -23.36859,  1950.444,    8.8767, -974.988,     69.183516,
2458471.500000000, ,m,   266.46902,  -23.39741,  1950.619,    8.4135, -975.026,     69.183544,
2458472.500000000, ,m,   267.57778,  -23.41842,  1950.782,    7.9474, -975.053,     69.183572,
2458473.500000000, ,m,   268.68695,  -23.43159,  1950.933,    7.4787, -975.070,     69.183600,
2458474.500000000, ,m,   269.79638,  -23.43691,  1951.071,    7.0076, -975.077,     69.183629,
2458475.500000000, ,m,   270.90598,  -23.43440,  1951.197,    6.5342, -975.072,     69.183657,
2458476.500000000, ,m,   272.01560,  -23.42403,  1951.310,    6.0587, -975.057,     69.183685,
2458477.500000000, ,m,   273.12515,  -23.40583,  1951.409,    5.5814, -975.031,     69.183714,
2458478.500000000, ,m,   274.23449,  -23.37979,  1951.496,    5.1024, -974.994,     69.183743,
2458479.500000000, ,m,   275.34350,  -23.34593,  1951.571,    4.6220, -974.948,     69.183772,
2458480.500000000, ,m,   276.45206,  -23.30426,  1951.634,    4.1403, -974.892,     69.183801,
2458481.500000000, , ,   277.56003,  -23.25480,  1951.687,    3.6576, -974.826,     69.183830,
2458482.500000000, , ,   278.66728,  -23.19758,  1951.728,    3.1740, -974.752,     69.183859,
2458483.500000000, , ,   279.77366,  -23.13262,  1951.760,    2.6898, -974.669,     69.183888,
2458484.500000000, , ,   280.87905,  -23.05995,  1951.783,    2.2051, -974.579,     69.183918,
2458485.500000000, , ,   281.98328,  -22.97960,  1951.797,    1.7202, -974.480,     69.183947,
2458486.500000000, , ,   283.08622,  -22.89161,  1951.803,    1.2352, -974.375,     69.183977,
2458487.500000000, , ,   284.18773,  -22.79603,  1951.801,    0.7504, -974.262,     69.184007,
2458488.500000000, , ,   285.28767,  -22.69290,  1951.791,    0.2659, -974.143,     69.184036,
2458489.500000000, , ,   286.38590,  -22.58226,  1951.774,  359.7821, -974.017,     69.184066,
2458490.500000000, , ,   287.48228,  -22.46418,  1951.748,  359.2990, -973.885,     69.184096,
2458491.500000000, , ,   288.57669,  -22.33871,  1951.715,  358.8169, -973.746,     69.184125,
2458492.500000000, , ,   289.66899,  -22.20591,  1951.674,  358.3359, -973.601,     69.184155,
2458493.500000000, , ,   290.75908,  -22.06585,  1951.625,  357.8563, -973.450,     69.184184,
2458494.500000000, , ,   291.84683,  -21.91860,  1951.568,  357.3782, -973.293,     69.184213,
2458495.500000000, , ,   292.93214,  -21.76422,  1951.502,  356.9018, -973.130,     69.184243,
2458496.500000000, ,m,   294.01489,  -21.60280,  1951.428,  356.4273, -972.961,     69.184272,
2458497.500000000, ,m,   295.09501,  -21.43442,  1951.343,  355.9549, -972.786,     69.184301,
2458498.500000000, ,m,   296.17238,  -21.25914,  1951.249,  355.4847, -972.605,     69.184330,
2458499.500000000, ,m,   297.24694,  -21.07707,  1951.145,  355.0169, -972.417,     69.184358,
2458500.500000000, ,m,   298.31860,  -20.88828,  1951.030,  354.5517, -972.223,     69.184387,
2458501.500000000, ,m,   299.38730,  -20.69286,  1950.903,  354.0891, -972.023,     69.184415,
2458502.500000000, ,m,   300.45298,  -20.49091,  1950.765,  353.6294, -971.816,     69.184443,
2458503.500000000, ,m,   301.51560,  -20.28252,  1950.614,  353.1727, -971.603,     69.184471,
2458504.500000000, ,m,   302.57511,  -20.06777,  1950.451,  352.7190, -971.383,     69.184499,
2458505.500000000, ,m,   303.63150,  -19.84677,  1950.274,  352.2687, -971.156,     69.184526,
2458506.500000000, ,m,   304.68474,  -19.61961,  1950.085,  351.8217, -970.924,     69.184553,
2458507.500000000, ,m,   305.73480,  -19.38638,  1949.884,  351.3782, -970.685,     69.184581,
2458508.500000000, ,m,   306.78167,  -19.14719,  1949.670,  350.9383, -970.441,     69.184608,
2458509.500000000, ,m,   307.82532,  -18.90213,  1949.446,  350.5021, -970.193,     69.184635,
2458510.500000000, , ,   308.86574,  -18.65131,  1949.211,  350.0698, -969.939,     69.184662,
2458511.500000000, , ,   309.90290,  -18.39483,  1948.966,  349.6415, -969.683,     69.184689,
2458512.500000000, , ,   310.93678,  -18.13280,  1948.712,  349.2172, -969.422,     69.184715,
2458513.500000000, , ,   311.96736,  -17.86532,  1948.450,  348.7972, -969.159,     69.184742,
2458514.500000000, , ,   312.99461,  -17.59250,  1948.180,  348.3814, -968.894,     69.184768,
2458515.500000000, , ,   314.01853,  -17.31446,  1947.903,  347.9700, -968.627,     69.184794,
2458516.500000000, , ,   315.03908,  -17.03131,  1947.618,  347.5632, -968.358,     69.184820,
2458517.500000000, , ,   316.05628,  -16.74315,  1947.328,  347.1609, -968.088,     69.184845,
2458518.500000000, , ,   317.07009,  -16.45011,  1947.031,  346.7634, -967.817,     69.184871,
2458519.500000000, , ,   318.08053,  -16.15230,  1946.728,  346.3706, -967.545,     69.184896,
2458520.500000000, , ,   319.08759,  -15.84984,  1946.419,  345.9828, -967.273,     69.184921,
2458521.500000000, , ,   320.09127,  -15.54284,  1946.104,  345.5999, -967.000,     69.184946,
2458522.500000000, , ,   321.09157,  -15.23142,  1945.783,  345.2221, -966.728,     69.184970,
2458523.500000000, , ,   322.08852,  -14.91571,  1945.456,  344.8495, -966.455,     69.184994,
2458524.500000000, , ,   323.08213,  -14.59582,  1945.123,  344.4821, -966.182,     69.185017,
2458525.500000000, ,m,   324.07242,  -14.27186,  1944.783,  344.1200, -965.910,     69.185040,
2458526.500000000, ,m,   325.05942,  -13.94397,  1944.437,  343.7633, -965.637,     69.185063,
2458527.500000000, ,m,   326.04315,  -13.61225,  1944.084,  343.4120, -965.364,     69.185086,
2458528.500000000, ,m,   327.02365,  -13.27683,  1943.724,  343.0662, -965.091,     69.185108,
2458529.500000000, ,m,   328.00098,  -12.93782,  1943.355,  342.7259, -964.818,     69.185129,
2458530.500000000, ,m,   328.97518,  -12.59534,  1942.978,  342.3913, -964.544,     69.185151,
2458531.500000000, ,m,   329.94630,  -12.24951,  1942.592,  342.0624, -964.270,     69.185171,
2458532.500000000, ,m,   330.91442,  -11.90044,  1942.197,  341.7392, -963.995,     69.185192,
2458533.500000000, ,m,   331.87960,  -11.54824,  1941.792,  341.4217, -963.720,     69.185212,
2458534.500000000, ,m,   332.84193,  -11.19302,  1941.378,  341.1101, -963.443,     69.185231,
2458535.500000000, ,m,   333.80149,  -10.83489,  1940.953,  340.8043, -963.166,     69.185250,
2458536.500000000, ,m,   334.75836,  -10.47396,  1940.520,  340.5045, -962.889,     69.185269,
2458537.500000000, ,m,   335.71262,  -10.11033,  1940.077,  340.2106, -962.612,     69.185288,
2458538.500000000, ,m,   336.66435,   -9.74410,  1939.627,  339.9227, -962.336,     69.185306,
2458539.500000000, , ,   337.61363,   -9.37540,  1939.169,  339.6409, -962.060,     69.185324,
2458540.500000000, , ,   338.56053,   -9.00433,  1938.704,  339.3651, -961.785,     69.185341,
2458541.500000000, , ,   339.50511,   -8.63099,  1938.234,  339.0954, -961.513,     69.185358,
2458542.500000000, , ,   340.44745,   -8.25550,  1937.759,  338.8319, -961.242,     69.185375,
2458543.500000000, , ,   341.38761,   -7.87798,  1937.279,  338.5746, -960.974,     69.185392,
2458544.500000000, , ,   342.32566,   -7.49852,  1936.795,  338.3236, -960.708,     69.185408,
2458545.500000000, , ,   343.26167,   -7.11725,  1936.308,  338.0788, -960.446,     69.185424,
2458546.500000000, , ,   344.19569,   -6.73428,  1935.818,  337.8404, -960.187,     69.185439,
2458547.500000000, , ,   345.12781,   -6.34971,  1935.325,  337.6084, -959.931,     69.185454,
2458548.500000000, , ,   346.05808,   -5.96366,  1934.830,  337.3828, -959.679,     69.185468,
2458549.500000000, , ,   346.98657,   -5.57625,  1934.333,  337.1636, -959.431,     69.185482,
2458550.500000000, , ,   347.91335,   -5.18758,  1933.834,  336.9509, -959.186,     69.185496,
2458551.500000000, , ,   348.83848,   -4.79776,  1933.333,  336.7448, -958.946,     69.185509,
2458552.500000000, , ,   349.76204,   -4.40692,  1932.831,  336.5452, -958.709,     69.185522,
2458553.500000000, , ,   350.68410,   -4.01515,  1932.327,  336.3522, -958.476,     69.185534,
2458554.500000000, , ,   351.60472,   -3.62257,  1931.822,  336.1659, -958.247,     69.185545,
2458555.500000000, ,m,   352.52398,   -3.22929,  1931.314,  335.9862, -958.022,     69.185556,
2458556.500000000, ,m,   353.44196,   -2.83542,  1930.804,  335.8132, -957.799,     69.185567,
2458557.500000000, ,m,   354.35874,   -2.44107,  1930.291,  335.6469, -957.580,     69.185577,
2458558.500000000, ,m,   355.27441,   -2.04634,  1929.775,  335.4874, -957.364,     69.185586,
2458559.500000000, ,m,   356.18904,   -1.65134,  1929.255,  335.3346, -957.150,     69.185595,
2458560.500000000, ,m,   357.10273,   -1.25617,  1928.731,  335.1886, -956.939,     69.185604,
2458561.500000000, ,m,   358.01558,   -0.86092,  1928.202,  335.0495, -956.729,     69.185612,
2458562.500000000, ,m,   358.92769,   -0.46571,  1927.668,  334.9172, -956.522,     69.185619,
2458563.500000000, ,m,   359.83917,   -0.07061,  1927.130,  334.7918, -956.316,     69.185626,
2458564.500000000, ,m,     0.75013,    0.32428,  1926.586,  334.6733, -956.111,     69.185632,
2458565.500000000, ,m,     1.66067,    0.71886,  1926.038,  334.5618, -955.908,     69.185638,
2458566.500000000, ,m,     2.57088,    1.11304,  1925.485,  334.4571, -955.707,     69.185643,
2458567.500000000, ,m,     3.48088,    1.50673,  1924.929,  334.3595, -955.508,     69.185648,
2458568.500000000, , ,     4.39076,    1.89984,  1924.370,  334.2689, -955.311,     69.185653,
2458569.500000000, , ,     5.30059,    2.29227,  1923.809,  334.1852, -955.117,     69.185657,
2458570.500000000, , ,     6.21048,    2.68392,  1923.247,  334.1086, -954.925,     69.185660,
2458571.500000000, , ,     7.12051,    3.07470,  1922.683,  334.0391, -954.736,     69.185664,
2458572.500000000, , ,     8.03074,    3.46451,  1922.120,  333.9767, -954.551,     69.185666,
2458573.500000000, , ,     8.94126,    3.85325,  1921.557,  333.9214, -954.369,     69.185669,
2458574.500000000, , ,     9.85215,    4.24083,  1920.995,  333.8732, -954.190,     69.185671,
2458575.500000000, , ,    10.76348,    4.62714,  1920.435,  333.8322, -954.014,     69.185672,
2458576.500000000, , ,    11.67531,    5.01208,  1919.876,  333.7984, -953.843,     69.185673,
2458577.500000000, , ,    12.58772,    5.39555,  1919.321,  333.7718, -953.675,     69.185674,
2458578.500000000, , ,    13.50077,    5.77746,  1918.767,  333.7524, -953.511,     69.185674,
2458579.500000000, , ,    14.41453,    6.15770,  1918.217,  333.7403, -953.351,     69.185673,
2458580.500000000, , ,    15.32906,    6.53617,  1917.670,  333.7354, -953.194,     69.185672,
2458581.500000000, , ,    16.24442,    6.91277,  1917.127,  333.7378, -953.041,     69.185671,
2458582.500000000, , ,    17.16067,    7.28740,  1916.587,  333.7475, -952.892,     69.185669,
2458583.500000000, , ,    18.07788,    7.65995,  1916.050,  333.7644, -952.746,     69.185666,
2458584.500000000, ,m,    18.99610,    8.03032,  1915.515,  333.7887, -952.603,     69.185663,
2458585.500000000, ,m,    19.91539,    8.39843,  1914.984,  333.8203, -952.462,     69.185660,
2458586.500000000, ,m,    20.83582,    8.76416,  1914.455,  333.8592, -952.324,     69.185655,
2458587.500000000, ,m,    21.75745,    9.12742,  1913.927,  333.9055, -952.188,     69.185651,
2458588.500000000, ,m,    22.68036,    9.48812,  1913.401,  333.9591, -952.053,     69.185645,
2458589.500000000, ,m,    23.60461,    9.84616,  1912.875,  334.0200, -951.920,     69.185640,
2458590.500000000, ,m,    24.53028,   10.20146,  1912.350,  334.0883, -951.788,     69.185633,
2458591.500000000, ,m,    25.45745,   10.55392,  1911.825,  334.1639, -951.655,     69.185626,
2458592.500000000, ,m,    26.38620,   10.90346,  1911.299,  334.2469, -951.524,     69.185619,
2458593.500000000, ,m,    27.31661,   11.25000,  1910.774,  334.3373, -951.392,     69.185611,
2458594.500000000, ,m,    28.24875,   11.59345,  1910.248,  334.4350, -951.261,     69.185603,
2458595.500000000, ,m,    29.18269,   11.93372,  1909.723,  334.5401, -951.129,     69.185594,
2458596.500000000, ,m,    30.11851,   12.27073,  1909.199,  334.6525, -950.998,     69.185585,
2458597.500000000, ,m,    31.05627,   12.60440,  1908.676,  334.7723, -950.867,     69.185575,
2458598.500000000, , ,    31.99602,   12.93463,  1908.156,  334.8994, -950.737,     69.185565,
2458599.500000000, , ,    32.93781,   13.26134,  1907.638,  335.0338, -950.607,     69.185555,
2458600.500000000, , ,    33.88170,   13.58444,  1907.124,  335.1756, -950.479,     69.185544,
2458601.500000000, , ,    34.82773,   13.90384,  1906.614,  335.3246, -950.351,     69.185533,
2458602.500000000, , ,    35.77592,   14.21944,  1906.108,  335.4809, -950.224,     69.185521,
2458603.500000000, , ,    36.72633,   14.53117,  1905.607,  335.6446, -950.099,     69.185509,
2458604.500000000, , ,    37.67897,   14.83892,  1905.112,  335.8154, -949.975,     69.185497,
2458605.500000000, , ,    38.63387,   15.14262,  1904.623,  335.9935, -949.853,     69.185484,
2458606.500000000, , ,    39.59105,   15.44215,  1904.140,  336.1788, -949.732,     69.185471,
2458607.500000000, , ,    40.55054,   15.73744,  1903.665,  336.3713, -949.613,     69.185457,
2458608.500000000, , ,    41.51233,   16.02840,  1903.197,  336.5709, -949.495,     69.185443,
2458609.500000000, , ,    42.47643,   16.31492,  1902.736,  336.7775, -949.379,     69.185429,
2458610.500000000, , ,    43.44285,   16.59693,  1902.283,  336.9913, -949.265,     69.185414,
2458611.500000000, , ,    44.41159,   16.87432,  1901.837,  337.2120, -949.152,     69.185399,
2458612.500000000, , ,    45.38265,   17.14701,  1901.399,  337.4397, -949.041,     69.185383,
2458613.500000000, ,m,    46.35601,   17.41491,  1900.969,  337.6743, -948.931,     69.185367,
2458614.500000000, ,m,    47.33168,   17.67793,  1900.545,  337.9158, -948.821,     69.185351,
2458615.500000000, ,m,    48.30965,   17.93599,  1900.127,  338.1640, -948.712,     69.185334,
2458616.500000000, ,m,    49.28991,   18.18900,  1899.715,  338.4190, -948.602,     69.185316,
2458617.500000000, ,m,    50.27248,   18.43689,  1899.308,  338.6806, -948.493,     69.185298,
2458618.500000000, ,m,    51.25734,   18.67957,  1898.907,  338.9489, -948.382,     69.185280,
2458619.500000000, ,m,    52.24451,   18.91698,  1898.509,  339.2237, -948.271,     69.185261,
2458620.500000000, ,m,    53.23398,   19.14904,  1898.115,  339.5050, -948.158,     69.185242,
2458621.500000000, ,m,    54.22575,   19.37568,  1897.725,  339.7927, -948.044,     69.185222,
2458622.500000000, ,m,    55.21983,   19.59683,  1897.339,  340.0868, -947.929,     69.185202,
2458623.500000000, ,m,    56.21621,   19.81242,  1896.956,  340.3871, -947.811,     69.185182,
2458624.500000000, ,m,    57.21488,   20.02239,  1896.578,  340.6937, -947.693,     69.185161,
2458625.500000000, ,m,    58.21583,   20.22667,  1896.204,  341.0063, -947.572,     69.185141,
2458626.500000000, ,m,    59.21904,   20.42519,  1895.835,  341.3250, -947.451,     69.185119,
2458627.500000000, , ,    60.22449,   20.61790,  1895.471,  341.6496, -947.328,     69.185098,
2458628.500000000, , ,    61.23214,   20.80472,  1895.113,  341.9801, -947.204,     69.185076,
2458629.500000000, , ,    62.24196,   20.98559,  1894.761,  342.3163, -947.080,     69.185054,
2458630.500000000, , ,    63.25390,   21.16046,  1894.416,  342.6581, -946.955,     69.185032,
2458631.500000000, , ,    64.26791,   21.32925,  1894.078,  343.0055, -946.830,     69.185009,
2458632.500000000, , ,    65.28395,   21.49192,  1893.749,  343.3583, -946.705,     69.184987,
2458633.500000000, , ,    66.30194,   21.64839,  1893.427,  343.7164, -946.579,     69.184964,
2458634.500000000, , ,    67.32184,   21.79862,  1893.115,  344.0797, -946.454,     69.184941,
2458635.500000000, , ,    68.34355,   21.94255,  1892.812,  344.4482, -946.330,     69.184917,
2458636.500000000, , ,    69.36702,   22.08012,  1892.518,  344.8215, -946.207,     69.184894,
2458637.500000000, , ,    70.39216,   22.21129,  1892.235,  345.1998, -946.084,     69.184870,
2458638.500000000, , ,    71.41887,   22.33599,  1891.963,  345.5827, -945.962,     69.184846,
2458639.500000000, , ,    72.44706,   22.45418,  1891.700,  345.9701, -945.842,     69.184822,
2458640.500000000, , ,    73.47665,   22.56582,  1891.449,  346.3619, -945.722,     69.184797,
2458641.500000000, , ,    74.50752,   22.67086,  1891.207,  346.7581, -945.604,     69.184772,
2458642.500000000, ,m,    75.53959,   22.76926,  1890.976,  347.1583,  945.486,     69.184747,
2458643.500000000, ,m,    76.57276,   22.86098,  1890.754,  347.5624,  945.369,     69.184722,
2458644.500000000, ,m,    77.60692,   22.94599,  1890.541,  347.9704,  945.252,     69.184696,
2458645.500000000, ,m,    78.64200,   23.02426,  1890.336,  348.3821,  945.135,     69.184670,
2458646.500000000, ,m,    79.67791,   23.09576,  1890.139,  348.7972,  945.017,     69.184644,
2458647.500000000, ,m,    80.71455,   23.16046,  1889.950,  349.2158,  944.900,     69.184618,
2458648.500000000, ,m,    81.75186,   23.21836,  1889.766,  349.6375,  944.781,     69.184591,
2458649.500000000, ,m,    82.78974,   23.26942,  1889.590,  350.0624,  944.662,     69.184564,
2458650.500000000, ,m,    83.82813,   23.31364,  1889.419,  350.4901,  944.541,     69.184537,
2458651.500000000, ,m,    84.86695,   23.35100,  1889.254,  350.9207,  944.420,     69.184510,
2458652.500000000, ,m,    85.90611,   23.38150,  1889.096,  351.3539,  944.297,     69.184482,
2458653.500000000, ,m,    86.94553,   23.40512,  1888.943,  351.7895,  944.174,     69.184455,
2458654.500000000, ,m,    87.98514,   23.42186,  1888.797,  352.2275,  944.050,     69.184427,
2458655.500000000, ,m,    89.02485,   23.43173,  1888.657,  352.6676,  943.926,     69.184399,
2458656.500000000, ,m,    90.06457,   23.43471,  1888.524,  353.1097,  943.801,     69.184371,
2458657.500000000, , ,    91.10421,   23.43081,  1888.398,  353.5536,  943.676,     69.184344,
2458658.500000000, , ,    92.14369,   23.42004,  1888.280,  353.9993,  943.552,     69.184316,
2458659.500000000, , ,    93.18291,   23.40239,  1888.170,  354.4465,  943.428,     69.184288,
2458660.500000000, , ,    94.22177,   23.37789,  1888.069,  354.8950,  943.304,     69.184260,
2458661.500000000, , ,    95.26017,   23.34653,  1887.976,  355.3448,  943.183,     69.184232,
2458662.500000000, , ,    96.29803,   23.30835,  1887.894,  355.7956,  943.062,     69.184204,
2458663.500000000, , ,    97.33524,   23.26334,  1887.821,  356.2473,  942.943,     69.184176,
2458664.500000000, , ,    98.37170,   23.21152,  1887.758,  356.6997,  942.827,     69.184148,
2458665.500000000, , ,    99.40730,   23.15293,  1887.707,  357.1527,  942.713,     69.184120,
2458666.500000000, , ,   100.44193,   23.08759,  1887.667,  357.6061,  942.601,     69.184092,
2458667.500000000, , ,   101.47549,   23.01551,  1887.639,  358.0598,  942.493,     69.184064,
2458668.500000000, , ,   102.50787,   22.93674,  1887.622,  358.5135,  942.388,     69.184036,
2458669.500000000, , ,   103.53895,   22.85130,  1887.617,  358.9671,  942.286,     69.184008,
2458670.500000000, , ,   104.56862,   22.75923,  1887.624,  359.4204,  942.187,     69.183979,
2458671.500000000, , ,   105.59680,   22.66057,  1887.641,  359.8733,  942.092,     69.183951,
2458672.500000000, ,m,   106.62338,   22.55535,  1887.669,    0.3256,  941.999,     69.183923,
2458673.500000000, ,m,   107.64828,   22.44363,  1887.706,    0.7771,  941.909,     69.183895,
2458674.500000000, ,m,   108.67143,   22.32545,  1887.753,    1.2278,  941.822,     69.183866,
2458675.500000000, ,m,   109.69274,   22.20086,  1887.809,    1.6775,  941.736,     69.183838,
2458676.500000000, ,m,   110.71216,   22.06990,  1887.872,    2.1260,  941.654,     69.183810,
2458677.500000000, ,m,   111.72964,   21.93264,  1887.942,    2.5732,  941.573,     69.183781,
2458678.500000000, ,m,   112.74512,   21.78912,  1888.020,    3.0190,  941.494,     69.183753,
2458679.500000000, ,m,   113.75856,   21.63940,  1888.104,    3.4633,  941.417,     69.183725,
2458680.500000000, ,m,   114.76991,   21.48354,  1888.195,    3.9059,  941.341,     69.183696,
2458681.500000000, ,m,   115.77914,   21.32159,  1888.292,    4.3467,  941.268,     69.183668,
2458682.500000000, ,m,   116.78622,   21.15362,  1888.396,    4.7855,  941.197,     69.183640,
2458683.500000000, ,m,   117.79110,   20.97968,  1888.506,    5.2224,  941.129,     69.183612,
2458684.500000000, ,m,   118.79377,   20.79984,  1888.622,    5.6570,  941.062,     69.183584,
2458685.500000000, ,m,   119.79418,   20.61416,  1888.745,    6.0894,  940.999,     69.183556,
2458686.500000000, ,m,   120.79232,   20.42271,  1888.876,    6.5194,  940.938,     69.183529,
2458687.500000000, ,m,   121.78816,   20.22554,  1889.013,    6.9470,  940.881,     69.183501,
2458688.500000000, , ,   122.78167,   20.02274,  1889.158,    7.3719,  940.828,     69.183474,
2458689.500000000, , ,   123.77283,   19.81437,  1889.311,    7.7941,  940.778,     69.183447,
2458690.500000000, , ,   124.76161,   19.60049,  1889.473,    8.2135,  940.732,     69.183420,
2458691.500000000, , ,   125.74801,   19.38119,  1889.644,    8.6300,  940.692,     69.183394,
2458692.500000000, , ,   126.73199,   19.15652,  1889.823,    9.0435,  940.656,     69.183367,
2458693.500000000, , ,   127.71353,   18.92658,  1890.013,    9.4538,  940.625,     69.183341,
2458694.500000000, , ,   128.69262,   18.69142,  1890.213,    9.8610,  940.601,     69.183315,
2458695.500000000, , ,   129.66922,   18.45114,  1890.424,   10.2648,  940.582,     69.183290,
2458696.500000000, , ,   130.64332,   18.20581,  1890.646,   10.6652,  940.570,     69.183264,
2458697.500000000, , ,   131.61489,   17.95551,  1890.879,   11.0620,  940.564,     69.183239,
2458698.500000000, , ,   132.58390,   17.70034,  1891.123,   11.4552,  940.565,     69.183214,
2458699.500000000, , ,   133.55034,   17.44036,  1891.378,   11.8447,  940.573,     69.183189,
2458700.500000000, , ,   134.51420,   17.17567,  1891.643,   12.2304,  940.587,     69.183164,
2458701.500000000, , ,   135.47548,   16.90636,  1891.917,   12.6122,  940.607,     69.183140,
2458702.500000000, ,m,   136.43418,   16.63251,  1892.201,   12.9900,  940.634,     69.183116,
2458703.500000000, ,m,   137.39031,   16.35421,  1892.492,   13.3638,  940.666,     69.183091,
2458704.500000000, ,m,   138.34390,   16.07154,  1892.792,   13.7334,  940.704,     69.183067,
2458705.500000000, ,m,   139.29497,   15.78460,  1893.098,   14.0989,  940.748,     69.183044,
2458706.500000000, ,m,   140.24357,   15.49345,  1893.410,   14.4600,  940.797,     69.183020,
2458707.500000000, ,m,   141.18973,   15.19819,  1893.729,   14.8169,  940.851,     69.182997,
2458708.500000000, ,m,   142.13348,   14.89891,  1894.053,   15.1694,  940.910,     69.182974,
2458709.500000000, ,m,   143.07489,   14.59568,  1894.382,   15.5174,  940.975,     69.182951,
2458710.500000000, ,m,   144.01399,   14.28859,  1894.716,   15.8609,  941.044,     69.182928,
2458711.500000000, ,m,   144.95085,   13.97772,  1895.055,   16.1998,  941.119,     69.182906,
2458712.500000000, ,m,   145.88550,   13.66317,  1895.399,   16.5341,  941.199,     69.182884,
2458713.500000000, ,m,   146.81802,   13.34500,  1895.748,   16.8637,  941.285,     69.182862,
2458714.500000000, ,m,   147.74845,   13.02331,  1896.101,   17.1886,  941.375,     69.182841,
2458715.500000000, ,m,   148.67686,   12.69817,  1896.460,   17.5087,  941.472,     69.182820,
2458716.500000000, ,m,   149.60330,   12.36968,  1896.823,   17.8239,  941.575,     69.182800,
2458717.500000000, ,m,   150.52783,   12.03791,  1897.192,   18.1342,  941.683,     69.182780,
2458718.500000000, ,m,   151.45052,   11.70295,  1897.567,   18.4395,  941.798,     69.182760,
2458719.500000000, , ,   152.37141,   11.36489,  1897.948,   18.7399,  941.919,     69.182740,
2458720.500000000, , ,   153.29058,   11.02381,  1898.336,   19.0352,  942.048,     69.182722,
2458721.500000000, , ,   154.20807,   10.67980,  1898.730,   19.3253,  942.183,     69.182703,
2458722.500000000, , ,   155.12395,   10.33294,  1899.132,   19.6103,  942.326,     69.182685,
2458723.500000000, , ,   156.03826,    9.98333,  1899.542,   19.8901,  942.477,     69.182667,
2458724.500000000, , ,   156.95105,    9.63105,  1899.960,   20.1645,  942.636,     69.182650,
